market,candidate,period,evidence_type,months,active_annualized_return,relative_annualized_return,active_sharpe,active_newey_west_t,active_hit_rate,active_max_drawdown,mean_one_way_turnover,net_active_ann_at_10bps,full_sample_mean_ic,full_sample_top_bottom_ann
US,baseline_raw,validation_2018_2021,canonical_exact_sector_tilt,48,0.013753920516208717,0.014070691732811058,0.7643065277491102,1.3753368678218882,0.5416666666666666,-0.016875754610218285,0.08306810850398116,0.012757103214160943,0.03918621950516781,0.07611680420767697
US,baseline_raw,holdout_2022_latest,canonical_exact_sector_tilt,53,0.013011226487986471,0.012907684541984432,0.5982894875125873,1.5007391681775513,0.6037735849056604,-0.022136585255127073,0.08306810850398116,0.012014409185938697,0.03918621950516781,0.07611680420767697
US,baseline_raw,recent_2024_latest,canonical_exact_sector_tilt,29,0.008313636345766318,0.007148830944746054,0.3470616293509647,0.6699601330423859,0.5172413793103449,-0.02213658525512696,0.08306810850398116,0.007316819043718543,0.03918621950516781,0.07611680420767697
US,baseline_raw,full_period,canonical_exact_sector_tilt,197,0.009429251691140283,0.009378100156254288,0.5831159511334603,2.5040821014486667,0.5685279187817259,-0.022136585255127295,0.08306810850398116,0.008432434389092509,0.03918621950516781,0.07611680420767697
US,smooth_2m,discovery_2010_2017,canonical_exact_sector_tilt,96,0.007127845442116865,0.006875175522478072,0.6246471352396213,2.051108475321799,0.5416666666666666,-0.013287995205468639,0.06724332143828783,0.006320925584857411,0.03655359119701592,0.04992668163835057
US,smooth_2m,validation_2018_2021,canonical_exact_sector_tilt,48,0.007319444955137255,0.007684833804278757,0.4086288963019048,0.7404760314316677,0.4791666666666667,-0.024953469331746136,0.06724332143828783,0.006512525097877801,0.03655359119701592,0.04992668163835057
US,smooth_2m,holdout_2022_latest,canonical_exact_sector_tilt,53,0.005965616310245281,0.005944936738999873,0.29978585229975446,0.7428270483820962,0.5094339622641509,-0.0220946028874921,0.06724332143828783,0.005158696452985827,0.03655359119701592,0.04992668163835057
US,smooth_2m,recent_2024_latest,canonical_exact_sector_tilt,29,0.0017874193811033834,0.000546351726894434,0.09381727082120284,0.19173131421429104,0.4482758620689655,-0.022094602887491765,0.06724332143828783,0.0009804995238439293,0.03655359119701592,0.04992668163835057
US,smooth_2m,full_period,canonical_exact_sector_tilt,197,0.006861698829518481,0.00682199182869736,0.43577454651398245,1.857372366204775,0.5177664974619289,-0.024953469331746136,0.06724332143828783,0.006054778972259027,0.03655359119701592,0.04992668163835057
US,smooth_3m,discovery_2010_2017,canonical_exact_sector_tilt,96,0.0021419963169508893,0.0019748842135989264,0.21717465771243774,0.6650487134818567,0.4791666666666667,-0.029899765764117014,0.05739012714743482,0.0014533147911816716,0.03849204103644967,0.035911950840233464
US,smooth_3m,validation_2018_2021,canonical_exact_sector_tilt,48,0.004895239267600715,0.005205279017928444,0.27913783256279884,0.45341886057918307,0.4791666666666667,-0.03637191960804942,0.05739012714743482,0.004206557741831497,0.03849204103644967,0.035911950840233464
US,smooth_3m,holdout_2022_latest,canonical_exact_sector_tilt,53,0.0129057066592555,0.012926502447835775,0.6640429538890684,1.7496187562280476,0.5094339622641509,-0.024750564751011894,0.05739012714743482,0.012217025133486282,0.03849204103644967,0.035911950840233464
US,smooth_3m,recent_2024_latest,canonical_exact_sector_tilt,29,0.008276225732347209,0.0069975667328696645,0.4001837373088906,0.9110121807433186,0.4482758620689655,-0.024750564751011894,0.05739012714743482,0.007587544206577991,0.03849204103644967,0.035911950840233464
US,smooth_3m,full_period,canonical_exact_sector_tilt,197,0.005698593123252271,0.005698008307451596,0.38129708305982957,1.5117297389695352,0.4873096446700508,-0.03637191960804931,0.05739012714743482,0.005009911597483053,0.03849204103644967,0.035911950840233464
US,smooth_6m,discovery_2010_2017,canonical_exact_sector_tilt,96,0.005143742603134216,0.004968985947001903,0.5440687703959222,1.549940679833018,0.6145833333333334,-0.01948214242904156,0.04327651797049145,0.004624424387488319,0.03922666274422795,0.029499239501386
US,smooth_6m,validation_2018_2021,canonical_exact_sector_tilt,48,0.0015875443068900097,0.001956364332731164,0.10486571314431609,0.1788900424965578,0.4791666666666667,-0.02647392090646339,0.04327651797049145,0.0010682260912441123,0.03922666274422795,0.029499239501386
US,smooth_6m,holdout_2022_latest,canonical_exact_sector_tilt,53,0.005410521323733208,0.005849146318096965,0.2590257225434501,0.6569050600146906,0.49056603773584906,-0.031283153764508076,0.04327651797049145,0.004891203108087311,0.03922666274422795,0.029499239501386
US,smooth_6m,recent_2024_latest,canonical_exact_sector_tilt,29,0.003277329462256562,0.0022146324993390643,0.1616188005078221,0.28767080516192345,0.41379310344827586,-0.03128315376450819,0.04327651797049145,0.0027580112466106645,0.03922666274422795,0.029499239501386
US,smooth_6m,full_period,canonical_exact_sector_tilt,197,0.004347800042410199,0.00447065810805336,0.29146346796532513,1.2252856039317954,0.5482233502538071,-0.03128315376450819,0.04327651797049145,0.003828481826764302,0.03922666274422795,0.029499239501386
US,ema_3m,discovery_2010_2017,canonical_exact_sector_tilt,96,0.005648020484380956,0.005515557856945907,0.5317979935613211,1.7505907372155942,0.5416666666666666,-0.01906034218135111,0.060335637836002834,0.004923992830348922,0.03632282179829495,0.07031939821771171
US,ema_3m,validation_2018_2021,canonical_exact_sector_tilt,48,0.011229587558497567,0.011478944013707082,0.6370094381321844,1.0848072967932496,0.5416666666666666,-0.017450059056122846,0.060335637836002834,0.010505559904465533,0.03632282179829495,0.07031939821771171
US,ema_3m,holdout_2022_latest,canonical_exact_sector_tilt,53,0.013449143011761144,0.013649022071503092,0.6759213281545456,1.794373235470103,0.5660377358490566,-0.022094602887491988,0.060335637836002834,0.01272511535772911,0.03632282179829495,0.07031939821771171
US,ema_3m,recent_2024_latest,canonical_exact_sector_tilt,29,0.010441274632647213,0.00925267044209388,0.5263978644426595,1.100451394675954,0.5172413793103449,-0.022094602887491988,0.060335637836002834,0.009717246978615179,0.03632282179829495,0.07031939821771171
US,ema_3m,full_period,canonical_exact_sector_tilt,197,0.009100830553542938,0.009150215644407655,0.5937149976008604,2.4977260157735275,0.5482233502538071,-0.022094602887491988,0.060335637836002834,0.008376802899510904,0.03632282179829495,0.07031939821771171
